243020130	10002	#24#25开水房
243020130	10003	#24#25开水房
243020130	10004	#24#25开水房
243020130	10005	#24#25开水房
243020130	10006	#24#25开水房
243020130	10007	#24#25开水房
243020130	10008	#24#25开水房
243020130	10012	#24#25开水房
243020130	10013	#24#25开水房
243020130	10014	#24#25开水房
243020131	10086	#24#25浴室
243020131	10087	#24#25浴室
243020131	10088	#24#25浴室
243020131	10089	#24#25浴室
243020131	10090	#24#25浴室
243020131	10091	#24#25浴室
243020131	10092	#24#25浴室
243020131	10093	#24#25浴室
243020131	10094	#24#25浴室
243020131	10095	#24#25浴室
243020131	10096	#24#25浴室
243020131	10097	#24#25浴室
243020131	10098	#24#25浴室
243020131	10099	#24#25浴室
243020131	10100	#24#25浴室
243020131	10101	#24#25浴室
243020131	10102	#24#25浴室
243020131	10103	#24#25浴室
243020131	10104	#24#25浴室
243020131	10105	#24#25浴室
243020131	10106	#24#25浴室
243020131	10107	#24#25浴室
243020131	10108	#24#25浴室
243020131	10109	#24#25浴室
243020131	10110	#24#25浴室
243020131	10111	#24#25浴室
243020131	10112	#24#25浴室
243020131	10113	#24#25浴室
243020131	10114	#24#25浴室
243020131	10115	#24#25浴室
243020131	10116	#24#25浴室
243020131	10117	#24#25浴室
243020131	10118	#24#25浴室
243020131	10119	#24#25浴室
243020131	10120	#24#25浴室
243020131	10121	#24#25浴室
243020131	10122	#24#25浴室
243020131	10123	#24#25浴室
243020131	10124	#24#25浴室
243020131	10125	#24#25浴室
243020131	10126	#24#25浴室
243020131	10127	#24#25浴室
243020131	10128	#24#25浴室
243020131	10129	#24#25浴室
243020131	10130	#24#25浴室
243020131	10131	#24#25浴室
243020131	10132	#24#25浴室
243020131	10133	#24#25浴室
243020131	10134	#24#25浴室
243020131	10135	#24#25浴室
243020131	10136	#24#25浴室
243020131	10137	#24#25浴室
243020131	10138	#24#25浴室
243020131	10139	#24#25浴室
243020131	10140	#24#25浴室
243020131	10141	#24#25浴室
243020131	10142	#24#25浴室
243020131	10143	#24#25浴室
243020131	10144	#24#25浴室
243020131	10145	#24#25浴室
243020131	10146	#24#25浴室
243020131	10147	#24#25浴室
